X,Graphic Profile 1
0.030968406,12.4507
0.031009424,12.7405
0.031050441,12.842
0.031091459,12.7796
0.031132477,12.7245
0.031173495,12.6672
0.031214512,12.6324
0.03125553,12.6731
0.031296548,12.7322
0.031337566,12.7036
0.031378583,12.8718
0.031419601,12.899
0.031460619,12.7245
0.031501637,12.5932
0.031542654,12.4593
0.031583672,12.5319
0.03162469,12.6898
0.031665708,12.7556
0.031706725,12.6903
0.031747743,12.6666
0.031788761,12.637
0.031829779,12.5652
0.031870796,12.4658
0.031911814,12.3957
0.031952832,12.4258
0.03199385,12.4742
0.032034867,12.4487
0.032075885,12.3613
0.032116903,12.3276
0.032157921,12.3958
0.032198938,12.4377
0.032239956,12.4329
0.032280974,12.4054
0.032321992,12.3673
0.032363009,12.3767
0.032404027,12.3725
0.032445045,12.345
0.032486063,12.3711
0.032527081,12.371
0.032568098,12.3177
0.032609116,12.2712
0.032650134,12.2766
0.032691152,12.269
0.032732169,12.2973
0.032773187,12.3838
0.032814205,12.4431
0.032855223,12.4879
0.03289624,12.6274
0.032937258,12.74
0.032978276,12.7326
0.033019294,12.6628
0.033060311,12.6419
0.033101329,12.6411
0.033142347,12.6387
0.033183365,12.6883
0.033224382,12.7245
0.0332654,12.7294
0.033306418,12.7357
0.033347436,12.7753
0.033388453,12.8197
0.033429471,12.778
0.033470489,12.7022
0.033511507,12.7056
0.033552524,12.742
0.033593542,12.7635
0.03363456,12.7702
0.033675578,12.7533
0.033716595,12.7234
0.033757613,12.6996
0.033798631,12.7062
0.033839649,12.7274
0.033880666,12.7298
0.033921684,12.7171
0.033962702,12.6807
0.03400372,12.6423
0.034044737,12.6158
0.034085755,12.6574
0.034126773,12.7225
0.034167791,12.7282
0.034208809,12.702
0.034249826,12.6071
0.034290844,12.4562
0.034331862,12.2411
0.03437288,12.1099
0.034413897,12.0622
0.034454915,12.0123
0.034495933,12.0176
0.034536951,12.1051
0.034577968,12.1936
0.034618986,12.1431
0.034660004,12.0357
0.034701022,11.8881
0.034742039,11.7525
0.034783057,11.6835
0.034824075,11.6591
0.034865093,11.6446
0.03490611,11.6412
0.034947128,11.7505
0.034988146,11.9715
0.035029164,12.1319
0.035070181,12.2327
0.035111199,12.2124
0.035152217,12.2339
0.035193235,12.2436
0.035234252,12.2169
0.03527527,12.2788
0.035316288,12.4813
0.035357306,12.6783
0.035398323,12.6874
0.035439341,12.6035
0.035480359,12.7632
0.035521377,12.9729
0.035562394,13.0633
0.035603412,13.0595
0.03564443,12.9213
0.035685448,12.8692
0.035726465,12.9418
0.035767483,12.8686
0.035808501,12.7496
0.035849519,12.7177
0.035890537,12.681
0.035931554,12.5984
0.035972572,12.4787
0.03601359,12.4246
0.036054608,12.3917
0.036095625,12.2886
0.036136643,12.221
0.036177661,12.1554
0.036218679,12.0479
0.036259696,11.957
0.036300714,11.8768
0.036341732,11.7731
0.03638275,11.7168
0.036423767,11.6994
0.036464785,11.619
0.036505803,11.5616
0.036546821,11.5627
0.036587838,11.5433
0.036628856,11.5064
0.036669874,11.4798
0.036710892,11.4759
0.036751909,11.5075
0.036792927,11.5239
0.036833945,11.555
0.036874963,11.5593
0.03691598,11.6006
0.036956998,11.624
0.036998016,11.5658
0.037039034,11.5172
0.037080051,11.5484
0.037121069,11.5292
0.037162087,11.4419
0.037203105,11.4051
0.037244122,11.4571
0.03728514,11.5316
0.037326158,11.495
0.037367176,11.4046
0.037408193,11.3963
0.037449211,11.3277
0.037490229,11.2937
0.037531247,11.2757
0.037572265,11.3073
0.037613282,11.3194
0.0376543,11.2109
0.037695318,11.1788
0.037736336,11.2262
0.037777353,11.2621
0.037818371,11.2485
0.037859389,11.2216
0.037900407,11.225
0.037941424,11.1994
0.037982442,11.2279
0.03802346,11.2766
0.038064478,11.2148
0.038105495,11.1134
0.038146513,11.0654
0.038187531,11.0041
0.038228549,11.0317
0.038269566,11.0937
0.038310584,11.1088
0.038351602,11.1113
0.03839262,11.1157
0.038433637,11.1442
0.038474655,11.1779
0.038515673,11.2281
0.038556691,11.2271
