OBJECTID,ORIG_FID,Id,X_axis,RASTERVALU,Latitude,Longitude,Distance,Elevation
9617,0,0,143,13.1431732,3764978.123,748255.0553,426,13.14317322
9618,0,0,144,13.0906277,3764975.293,748256.0505,429,13.09062767
9619,0,0,145,12.9737539,3764972.463,748257.0457,432,12.97375393
9620,0,0,146,12.9936714,3764969.633,748258.0409,435,12.99367142
9621,0,0,147,13.0198212,3764966.803,748259.0361,438,13.01982117
9622,0,0,148,13.0875902,3764963.973,748260.0313,441,13.08759022
9623,0,0,149,13.0697136,3764961.143,748261.0265,444,13.06971359
9624,0,0,150,13.0619411,3764958.313,748262.0217,447,13.06194115
9625,0,0,151,13.0624323,3764955.482,748263.0169,450,13.06243229
9626,0,0,152,13.0321827,3764952.652,748264.0121,453,13.03218269
9627,0,0,153,12.9954672,3764949.822,748265.0073,456,12.99546719
9628,0,0,154,12.9751215,3764946.992,748266.0027,459,12.9751215
9629,0,0,155,13.0116234,3764944.162,748266.9979,462,13.01162338
9630,0,0,156,12.9786148,3764941.332,748267.9931,465,12.97861481
9631,0,0,157,13.0046368,3764938.502,748268.9883,468,13.00463676
9632,0,0,158,13.1399155,3764935.672,748269.9835,471,13.13991547
9633,0,0,159,13.1399155,3764932.841,748270.9787,474,13.13991547
9634,0,0,160,13.1399155,3764930.011,748271.9739,477,13.13991547
9635,0,0,161,13.021903,3764927.181,748272.9691,480,13.02190304
9636,0,0,162,13.0421572,3764924.351,748273.9643,483,13.04215717
9637,0,0,163,12.9936247,3764921.521,748274.9595,486,12.99362469
9638,0,0,164,13.0286894,3764918.691,748275.9547,489,13.02868938
9639,0,0,165,12.9377956,3764915.861,748276.9501,492,12.93779564
9640,0,0,166,12.9670868,3764913.031,748277.9451,495,12.96708679
9641,0,0,167,13.0601521,3764910.201,748278.9405,498,13.06015205
9642,0,0,168,13.0601521,3764907.37,748279.9355,501,13.06015205
9643,0,0,169,13.1450634,3764904.54,748280.9309,504,13.1450634
9644,0,0,170,13.0855656,3764901.71,748281.9261,507,13.08556557
9645,0,0,171,13.0572796,3764898.88,748282.9213,510,13.05727959
9646,0,0,172,13.0012789,3764896.05,748283.9165,513,13.00127888
9647,0,0,173,13.085331,3764893.22,748284.9117,516,13.08533096
9648,0,0,174,13.0813112,3764890.39,748285.9069,519,13.08131123
9649,0,0,175,13.013341,3764887.56,748286.9021,522,13.01334095
9650,0,0,176,13.013341,3764884.729,748287.8973,525,13.01334095
9651,0,0,177,13.0003004,3764881.899,748288.8925,528,13.00030041
9652,0,0,178,12.9839621,3764879.069,748289.8877,531,12.98396206
9653,0,0,179,13.0413485,3764876.239,748290.8829,534,13.04134846
9654,0,0,180,13.0560493,3764873.409,748291.8783,537,13.05604935
9655,0,0,181,13.0414219,3764870.579,748292.8735,540,13.04142189
9656,0,0,182,13.0449257,3764867.749,748293.8687,543,13.04492569
9657,0,0,183,13.0484495,3764864.919,748294.8639,546,13.04844952
9658,0,0,184,13.0653744,3764862.089,748295.8591,549,13.06537437
9659,0,0,185,13.1790123,3764859.258,748296.8543,552,13.1790123
9660,0,0,186,13.1108484,3764856.428,748297.8495,555,13.11084843
9661,0,0,187,13.07623,3764853.598,748298.8447,558,13.07623005
9662,0,0,188,13.1157055,3764850.768,748299.8399,561,13.11570549
9663,0,0,189,13.1074543,3764847.938,748300.8351,564,13.1074543
9664,0,0,190,13.1191921,3764845.108,748301.8303,567,13.11919212
9665,0,0,191,13.0924978,3764842.278,748302.8255,570,13.09249783
9666,0,0,192,13.027648,3764839.448,748303.8207,573,13.02764797
9667,0,0,193,13.0522585,3764836.617,748304.8159,576,13.05225849
9668,0,0,194,13.051857,3764833.787,748305.8113,579,13.05185699
9669,0,0,195,12.9954834,3764830.957,748306.8065,582,12.9954834
9670,0,0,196,13.0151396,3764828.127,748307.8017,585,13.01513958
9671,0,0,197,13.0038824,3764825.297,748308.7969,588,13.00388241
9672,0,0,198,12.9899025,3764822.467,748309.7921,591,12.9899025
9673,0,0,199,12.8676014,3764819.637,748310.7873,594,12.86760139
9674,0,0,200,12.8790903,3764816.807,748311.7825,597,12.87909031
9675,0,0,201,12.8790903,3764813.977,748312.7777,600,12.87909031
9676,0,0,202,12.8790903,3764811.146,748313.7729,603,12.87909031
9677,0,0,203,12.8723135,3764808.316,748314.7681,606,12.8723135
9678,0,0,204,12.7883186,3764805.486,748315.7633,609,12.78831863
9679,0,0,205,12.9299192,3764802.656,748316.7585,612,12.92991924
9680,0,0,206,12.741293,3764799.826,748317.7537,615,12.74129295
9681,0,0,207,12.6553555,3764796.996,748318.7491,618,12.65535545
9682,0,0,208,12.7185335,3764794.166,748319.7441,621,12.71853352
9683,0,0,209,12.7897243,3764791.336,748320.7395,624,12.78972435
9684,0,0,210,12.7897243,3764788.506,748321.7347,627,12.78972435
9685,0,0,211,12.7648516,3764785.675,748322.7299,630,12.76485157
9686,0,0,212,12.6624641,3764782.845,748323.7251,633,12.66246414
9687,0,0,213,12.8177938,3764780.015,748324.7203,636,12.81779385
9688,0,0,214,12.6968565,3764777.185,748325.7155,639,12.6968565
9689,0,0,215,12.7609377,3764774.355,748326.7107,642,12.76093769
9690,0,0,216,12.8471813,3764771.525,748327.7059,645,12.84718132
9691,0,0,217,12.8120117,3764768.695,748328.7011,648,12.81201172
9692,0,0,218,12.8120117,3764765.865,748329.6963,651,12.81201172
9693,0,0,219,12.7415009,3764763.034,748330.6915,654,12.74150085
9694,0,0,220,12.8472691,3764760.205,748331.6869,657,12.84726906
9695,0,0,221,12.7858038,3764757.374,748332.6819,660,12.78580379
9696,0,0,222,12.8598499,3764754.544,748333.6773,663,12.85984993
9697,0,0,223,12.5594482,3764751.714,748334.6725,666,12.55944824
9698,0,0,224,12.5666342,3764748.884,748335.6677,669,12.56663418
9699,0,0,225,12.7597275,3764746.054,748336.6629,672,12.75972748
9700,0,0,226,12.7321548,3764743.224,748337.6581,675,12.73215485
9701,0,0,227,12.7321548,3764740.394,748338.6533,678,12.73215485
9702,0,0,228,12.679595,3764737.563,748339.6485,681,12.67959499
9703,0,0,229,12.846323,3764734.734,748340.6437,684,12.84632301
9704,0,0,230,12.9223614,3764731.903,748341.6389,687,12.92236137
9705,0,0,231,12.9733372,3764729.073,748342.6341,690,12.97333717
9706,0,0,232,12.8439398,3764726.243,748343.6293,693,12.84393978
9707,0,0,233,12.8326693,3764723.413,748344.6245,696,12.83266926
9708,0,0,234,12.8481398,3764720.583,748345.6199,699,12.84813976
9709,0,0,235,12.8453789,3764717.753,748346.6151,702,12.84537888
9710,0,0,236,12.7671108,3764714.922,748347.6103,705,12.76711082
9711,0,0,237,12.7962284,3764712.093,748348.6055,708,12.79622841
9712,0,0,238,12.7157469,3764709.262,748349.6007,711,12.71574688
9713,0,0,239,12.6991463,3764706.432,748350.5959,714,12.69914627
9714,0,0,240,12.7203007,3764703.602,748351.5911,717,12.72030067
9715,0,0,241,12.8870211,3764700.772,748352.5863,720,12.88702106
9716,0,0,242,12.7953033,3764697.942,748353.5815,723,12.79530334
9717,0,0,243,12.8246107,3764695.112,748354.5767,726,12.82461071
9718,0,0,244,12.8246107,3764692.282,748355.5719,729,12.82461071
9719,0,0,245,12.9030952,3764689.451,748356.5671,732,12.90309525
9720,0,0,246,12.6857862,3764686.622,748357.5623,735,12.68578625
9721,0,0,247,12.8631716,3764683.791,748358.5577,738,12.86317158
9722,0,0,248,12.8322878,3764680.961,748359.5527,741,12.83228779
9723,0,0,249,12.881279,3764678.131,748360.5481,744,12.88127899
9724,0,0,250,12.828249,3764675.301,748361.5433,747,12.82824898
9725,0,0,251,13.0297794,3764672.471,748362.5385,750,13.02977943
9726,0,0,252,13.0297794,3764669.641,748363.5337,753,13.02977943
9727,0,0,253,13.0475397,3764666.811,748364.5289,756,13.04753971
9728,0,0,254,12.8578424,3764663.981,748365.5241,759,12.85784245
9729,0,0,255,12.8928833,3764661.151,748366.5193,762,12.8928833
9730,0,0,256,12.9000959,3764658.32,748367.5145,765,12.90009594
9731,0,0,257,12.8604956,3764655.49,748368.5097,768,12.86049557
9732,0,0,258,12.7703438,3764652.66,748369.5049,771,12.77034378
9733,0,0,259,12.6880608,3764649.83,748370.5001,774,12.68806076
9734,0,0,260,12.6839743,3764647,748371.4955,777,12.68397427
9735,0,0,261,12.7364874,3764644.17,748372.4905,780,12.73648739
9736,0,0,262,12.7190876,3764641.34,748373.4859,783,12.7190876
9737,0,0,263,12.7190876,3764638.51,748374.4811,786,12.7190876
9738,0,0,264,12.6949053,3764635.68,748375.4763,789,12.69490528
9739,0,0,265,12.8739738,3764632.849,748376.4715,792,12.87397385
9740,0,0,266,12.8532896,3764630.019,748377.4667,795,12.8532896
9741,0,0,267,12.7092934,3764627.189,748378.4619,798,12.70929337
9742,0,0,268,12.5485201,3764624.359,748379.4571,801,12.54852009
9743,0,0,269,12.5485201,3764621.529,748380.4523,804,12.54852009
9744,0,0,270,12.6341333,3764618.699,748381.4475,807,12.63413334
9745,0,0,271,12.8766136,3764615.869,748382.4427,810,12.87661362
9746,0,0,272,12.8989325,3764613.039,748383.4379,813,12.89893246
9747,0,0,273,12.2778969,3764610.208,748384.4331,816,12.27789688
9748,0,0,274,12.7621365,3764607.378,748385.4283,819,12.76213646
9749,0,0,275,12.881217,3764604.548,748386.4235,822,12.881217
9750,0,0,276,12.779541,3764601.718,748387.4189,825,12.77954102
9751,0,0,277,12.7971449,3764598.888,748388.4141,828,12.79714489
9752,0,0,278,12.7971449,3764596.058,748389.4093,831,12.79714489
9753,0,0,279,12.7986221,3764593.228,748390.4045,834,12.79862213
9754,0,0,280,12.8491411,3764590.398,748391.3997,837,12.84914112
9755,0,0,281,12.8507929,3764587.568,748392.3949,840,12.85079288
9756,0,0,282,12.9226084,3764584.737,748393.3901,843,12.92260838
9757,0,0,283,12.8755817,3764581.907,748394.3853,846,12.87558174
9758,0,0,284,12.8755817,3764579.077,748395.3805,849,12.87558174
9759,0,0,285,12.9122477,3764576.247,748396.3757,852,12.91224766
9760,0,0,286,12.9122477,3764573.417,748397.3709,855,12.91224766
9761,0,0,287,13.0696688,3764570.587,748398.3661,858,13.06966877
9762,0,0,288,12.9462824,3764567.757,748399.3613,861,12.94628239
9763,0,0,289,12.8120222,3764564.927,748400.3567,864,12.81202221
9764,0,0,290,12.8070612,3764562.096,748401.3517,867,12.8070612
9765,0,0,291,12.7784767,3764559.266,748402.3471,870,12.77847672
9766,0,0,292,12.9040928,3764556.436,748403.3423,873,12.90409279
9767,0,0,293,12.8637934,3764553.606,748404.3375,876,12.86379337
9768,0,0,294,12.8628626,3764550.776,748405.3327,879,12.86286259
9769,0,0,295,12.8628626,3764547.946,748406.3279,882,12.86286259
9770,0,0,296,12.9326477,3764545.116,748407.3231,885,12.93264771
9771,0,0,297,12.8645773,3764542.286,748408.3183,888,12.86457729
9772,0,0,298,12.8270206,3764539.456,748409.3135,891,12.82702065
9773,0,0,299,12.8124609,3764536.625,748410.3087,894,12.8124609
9774,0,0,300,12.8341179,3764533.795,748411.3039,897,12.83411789
9775,0,0,301,12.7778692,3764530.965,748412.2991,900,12.77786922
9776,0,0,302,12.707778,3764528.135,748413.2945,903,12.70777798
9777,0,0,303,12.8814058,3764525.305,748414.2897,906,12.88140583
9778,0,0,304,12.7713699,3764522.475,748415.2849,909,12.77136993
9779,0,0,305,12.7713699,3764519.645,748416.2801,912,12.77136993
9780,0,0,306,12.8615055,3764516.815,748417.2753,915,12.86150551
9781,0,0,307,12.7302628,3764513.984,748418.2705,918,12.73026276
9782,0,0,308,12.762949,3764511.154,748419.2657,921,12.76294899
9783,0,0,309,12.964366,3764508.324,748420.2609,924,12.96436596
9784,0,0,310,12.9061947,3764505.494,748421.2561,927,12.90619469
9785,0,0,311,12.7373219,3764502.664,748422.2513,930,12.73732185
9786,0,0,312,12.7116308,3764499.834,748423.2465,933,12.71163082
9787,0,0,313,13.0293159,3764497.004,748424.2417,936,13.02931595
9788,0,0,314,12.837985,3764494.174,748425.2369,939,12.83798504
9789,0,0,315,12.7260447,3764491.344,748426.2321,942,12.72604465
9790,0,0,316,12.7301083,3764488.513,748427.2275,945,12.73010826
9791,0,0,317,12.7478161,3764485.683,748428.2227,948,12.74781609
9792,0,0,318,12.6917257,3764482.853,748429.2179,951,12.69172573
9793,0,0,319,12.9340429,3764480.023,748430.2131,954,12.93404293
9794,0,0,320,12.9340429,3764477.193,748431.2083,957,12.93404293
9795,0,0,321,12.7246027,3764474.363,748432.2035,960,12.7246027
9796,0,0,322,12.7416697,3764471.533,748433.1987,963,12.74166965
9797,0,0,323,12.6235485,3764468.703,748434.1939,966,12.62354851
9798,0,0,324,12.5638027,3764465.872,748435.1891,969,12.56380272
9799,0,0,325,12.6365261,3764463.042,748436.1843,972,12.63652611
9800,0,0,326,12.5392704,3764460.212,748437.1795,975,12.5392704
9801,0,0,327,12.4765663,3764457.382,748438.1747,978,12.47656631
9802,0,0,328,12.5218277,3764454.552,748439.1699,981,12.5218277
9803,0,0,329,12.5564575,3764451.722,748440.1653,984,12.55645752
9804,0,0,330,12.524025,3764448.892,748441.1603,987,12.52402496
9805,0,0,331,12.5390425,3764446.062,748442.1557,990,12.53904247
9806,0,0,332,12.5489254,3764443.232,748443.1509,993,12.5489254
9807,0,0,333,12.5119381,3764440.401,748444.1461,996,12.5119381
9808,0,0,334,12.5450087,3764437.571,748445.1413,999,12.54500866
9809,0,0,335,12.4926462,3764434.741,748446.1365,1002,12.49264622
9810,0,0,336,12.4466448,3764431.911,748447.1317,1005,12.44664478
9811,0,0,337,12.4466448,3764429.081,748448.1269,1008,12.44664478
9812,0,0,338,12.4245787,3764426.251,748449.1221,1011,12.42457867
9813,0,0,339,12.4118624,3764423.421,748450.1173,1014,12.41186237
9814,0,0,340,12.3811893,3764420.591,748451.1125,1017,12.38118935
9815,0,0,341,12.5442734,3764417.761,748452.1077,1020,12.54427338
9816,0,0,342,12.5051575,3764414.93,748453.1031,1023,12.50515747
9817,0,0,343,12.3962603,3764412.1,748454.0981,1026,12.39626026
