OBJECTID,ORIG_FID,Id,X_axis,RASTERVALU,Latitude,Longitude,Distance,Elevation
10062,0,0,909,9.119873,3734321.366,3734321.366,270,9.119873047
10063,0,0,910,9.2620239,3734319.221,3734319.221,273,9.262023926
10064,0,0,911,9.2599335,3734317.076,3734317.076,276,9.259933472
10065,0,0,912,9.2392578,3734314.93,3734314.93,279,9.239257813
10066,0,0,913,8.9004021,3734312.785,3734312.785,282,8.900402069
10067,0,0,914,9.1920862,3734310.64,3734310.64,285,9.19208622
10068,0,0,915,9.1769409,3734308.495,3734308.495,288,9.176940918
10069,0,0,916,9.1532593,3734306.349,3734306.349,291,9.153259277
10070,0,0,917,9.2017822,3734304.204,3734304.204,294,9.201782227
10071,0,0,918,9.1865015,3734302.059,3734302.059,297,9.186501503
10072,0,0,919,9.0542011,3734299.914,3734299.914,300,9.054201126
10073,0,0,920,9.0542011,3734297.769,3734297.769,303,9.054201126
10074,0,0,921,9.1787214,3734295.623,3734295.623,306,9.178721428
10075,0,0,922,9.1594238,3734293.478,3734293.478,309,9.159423828
10076,0,0,923,9.1594238,3734291.333,3734291.333,312,9.159423828
10077,0,0,924,9.0402994,3734289.188,3734289.188,315,9.040299416
10078,0,0,925,9.2155781,3734287.042,3734287.042,318,9.215578079
10079,0,0,926,9.2155781,3734284.897,3734284.897,321,9.215578079
10080,0,0,927,9.2058716,3734282.752,3734282.752,324,9.205871582
10081,0,0,928,9.2019043,3734280.607,3734280.607,327,9.201904297
10082,0,0,929,9.2019043,3734278.461,3734278.461,330,9.201904297
10083,0,0,930,9.1970215,3734276.316,3734276.316,333,9.197021484
10084,0,0,931,9.2056885,3734274.171,3734274.171,336,9.205688477
10085,0,0,932,9.2056885,3734272.026,3734272.026,339,9.205688477
10086,0,0,933,9.2346802,3734269.88,3734269.88,342,9.234680176
10087,0,0,934,9.3186646,3734267.735,3734267.735,345,9.318664551
10088,0,0,935,9.3186646,3734265.59,3734265.59,348,9.318664551
10089,0,0,936,9.3858643,3734263.445,3734263.445,351,9.385864258
10090,0,0,937,9.3945599,3734261.3,3734261.3,354,9.39455986
10091,0,0,938,9.3945599,3734259.154,3734259.154,357,9.39455986
10092,0,0,939,9.3693647,3734257.009,3734257.009,360,9.369364738
10093,0,0,940,9.2873535,3734254.864,3734254.864,363,9.287353516
10094,0,0,941,9.2873535,3734252.719,3734252.719,366,9.287353516
10095,0,0,942,9.1560059,3734250.573,3734250.573,369,9.156005859
10096,0,0,943,9.1428833,3734248.428,3734248.428,372,9.142883301
10097,0,0,944,9.0817947,3734246.283,3734246.283,375,9.081794739
10098,0,0,945,8.9414673,3734244.138,3734244.138,378,8.941467285
10099,0,0,946,8.928833,3734241.992,3734241.992,381,8.928833008
10100,0,0,947,8.7607222,3734239.847,3734239.847,384,8.76072216
10101,0,0,948,8.8946342,3734237.702,3734237.702,387,8.894634247
10102,0,0,949,8.9140711,3734235.557,3734235.557,390,8.914071083
10103,0,0,950,8.9043579,3734233.411,3734233.411,393,8.90435791
10104,0,0,951,8.8848877,3734231.266,3734231.266,396,8.884887695
10105,0,0,952,8.8764038,3734229.121,3734229.121,399,8.876403809
10106,0,0,953,8.8457031,3734226.976,3734226.976,402,8.845703125
10107,0,0,954,8.7959995,3734224.831,3734224.831,405,8.795999527
10108,0,0,955,8.7959995,3734222.685,3734222.685,408,8.795999527
10109,0,0,956,8.8951416,3734220.54,3734220.54,411,8.895141602
10110,0,0,957,8.9855957,3734218.395,3734218.395,414,8.985595703
10111,0,0,958,9.0513306,3734216.25,3734216.25,417,9.051330566
10112,0,0,959,9.0411987,3734214.104,3734214.104,420,9.04119873
10113,0,0,960,9.0645142,3734211.959,3734211.959,423,9.06451416
10114,0,0,961,9.0734863,3734209.814,3734209.814,426,9.073486328
10115,0,0,962,9.1055908,3734207.669,3734207.669,429,9.10559082
10116,0,0,963,9.1416016,3734205.523,3734205.523,432,9.141601563
10117,0,0,964,9.1574707,3734203.378,3734203.378,435,9.157470703
10118,0,0,965,9.170105,3734201.233,3734201.233,438,9.17010498
10119,0,0,966,9.2570801,3734199.088,3734199.088,441,9.257080078
10120,0,0,967,9.2520142,3734196.943,3734196.943,444,9.25201416
10121,0,0,968,9.3453979,3734194.797,3734194.797,447,9.345397949
10122,0,0,969,9.2553968,3734192.652,3734192.652,450,9.255396843
10123,0,0,970,9.9744463,3734190.507,3734190.507,453,9.974446297
10124,0,0,971,10.474906,3734188.362,3734188.362,456,10.47490597
10125,0,0,972,11.3904772,3734186.216,3734186.216,459,11.39047718
10126,0,0,973,11.5850391,3734184.071,3734184.071,462,11.58503914
10127,0,0,974,11.5433426,3734181.926,3734181.926,465,11.54334259
10128,0,0,975,11.4505434,3734179.781,3734179.781,468,11.4505434
10129,0,0,976,11.3198357,3734177.635,3734177.635,471,11.31983566
10130,0,0,977,11.2919912,3734175.49,3734175.49,474,11.29199123
10131,0,0,978,11.2142019,3734173.345,3734173.345,477,11.21420193
10132,0,0,979,11.01369,3734171.2,3734171.2,480,11.01368999
10133,0,0,980,10.9583731,3734169.055,3734169.055,483,10.95837307
10134,0,0,981,10.9978704,3734166.909,3734166.909,486,10.99787045
10135,0,0,982,11.2550917,3734164.764,3734164.764,489,11.25509167
10136,0,0,983,11.2122355,3734162.619,3734162.619,492,11.21223545
10137,0,0,984,11.1362734,3734160.474,3734160.474,495,11.13627338
10138,0,0,985,11.1024532,3734158.328,3734158.328,498,11.10245323
10139,0,0,986,10.9895563,3734156.183,3734156.183,501,10.98955631
10140,0,0,987,10.9895563,3734154.038,3734154.038,504,10.98955631
10141,0,0,988,10.7669687,3734151.893,3734151.893,507,10.76696873
10142,0,0,989,10.6300669,3734149.747,3734149.747,510,10.63006687
10143,0,0,990,10.2527657,3734147.602,3734147.602,513,10.25276566
10144,0,0,991,9.9608088,3734145.457,3734145.457,516,9.960808754
10145,0,0,992,9.8869877,3734143.312,3734143.312,519,9.886987686
10146,0,0,993,9.8869877,3734141.166,3734141.166,522,9.886987686
10147,0,0,994,9.7329884,3734139.021,3734139.021,525,9.732988358
10148,0,0,995,9.5411339,3734136.876,3734136.876,528,9.541133881
10149,0,0,996,9.5411339,3734134.731,3734134.731,531,9.541133881
10150,0,0,997,9.5534172,3734132.586,3734132.586,534,9.553417206
