2.485000000000000000e+06,4.988924000000000000e+06
2.486333333333333489e+06,4.989203000000000000e+06
2.486333333333333489e+06,4.989536000000000000e+06
2.486333333333333489e+06,4.989629000000000000e+06
2.486333333333333489e+06,4.989368000000000000e+06
2.486333333333333489e+06,4.989581000000000000e+06
2.487666666666666511e+06,4.989476000000000000e+06
2.487666666666666511e+06,4.989809000000000000e+06
2.487666666666666511e+06,4.989902000000000000e+06
2.487666666666666511e+06,4.989641000000000000e+06
2.487666666666666511e+06,4.989854000000000000e+06
2.489000000000000000e+06,4.989737000000000000e+06
2.489000000000000000e+06,4.990166000000000000e+06
2.489000000000000000e+06,4.989950000000000000e+06
2.490333333333333489e+06,4.989983000000000000e+06
2.490333333333333489e+06,4.990412000000000000e+06
2.490333333333333489e+06,4.990196000000000000e+06
2.491666666666666511e+06,4.990211000000000000e+06
2.491666666666666511e+06,4.990637000000000000e+06
2.491666666666666511e+06,4.990424000000000000e+06
2.493000000000000000e+06,4.990412000000000000e+06
2.493000000000000000e+06,4.990838000000000000e+06
2.493000000000000000e+06,4.990625000000000000e+06
2.494333333333333489e+06,4.990583000000000000e+06
2.494333333333333489e+06,4.990916000000000000e+06
2.494333333333333489e+06,4.991009000000000000e+06
2.494333333333333489e+06,4.990748000000000000e+06
2.494333333333333489e+06,4.990961000000000000e+06
2.495666666666666511e+06,4.990721000000000000e+06
2.495666666666666511e+06,4.991150000000000000e+06
2.495666666666666511e+06,4.990934000000000000e+06
2.497000000000000000e+06,4.990826000000000000e+06
2.497000000000000000e+06,4.991255000000000000e+06
2.497000000000000000e+06,4.991039000000000000e+06
