2.485000000000000000e+06,4.978025000000000000e+06
2.485000000000000000e+06,4.983953000000000000e+06
2.485000000000000000e+06,4.983977000000000000e+06
2.485000000000000000e+06,4.983986000000000000e+06
2.485000000000000000e+06,4.984007000000000000e+06
2.485000000000000000e+06,4.984037000000000000e+06
2.485000000000000000e+06,4.984067000000000000e+06
2.485000000000000000e+06,4.984112000000000000e+06
2.485000000000000000e+06,4.984130000000000000e+06
2.485000000000000000e+06,4.985825000000000000e+06
2.485000000000000000e+06,4.986290000000000000e+06
2.485000000000000000e+06,4.989353000000000000e+06
2.485000000000000000e+06,4.989551000000000000e+06
2.485000000000000000e+06,4.980989000000000000e+06
2.485000000000000000e+06,4.983965000000000000e+06
2.485000000000000000e+06,4.983980000000000000e+06
2.485000000000000000e+06,4.983995000000000000e+06
2.485000000000000000e+06,4.984022000000000000e+06
2.485000000000000000e+06,4.984052000000000000e+06
2.485000000000000000e+06,4.984088000000000000e+06
2.485000000000000000e+06,4.984121000000000000e+06
2.485000000000000000e+06,4.984976000000000000e+06
2.485000000000000000e+06,4.986056000000000000e+06
2.485000000000000000e+06,4.987820000000000000e+06
2.485000000000000000e+06,4.989452000000000000e+06
2.486333333333333489e+06,4.978304000000000000e+06
2.486333333333333489e+06,4.984229000000000000e+06
2.486333333333333489e+06,4.984256000000000000e+06
2.486333333333333489e+06,4.984265000000000000e+06
2.486333333333333489e+06,4.984286000000000000e+06
2.486333333333333489e+06,4.984316000000000000e+06
2.486333333333333489e+06,4.984343000000000000e+06
2.486333333333333489e+06,4.984676000000000000e+06
2.486333333333333489e+06,4.986104000000000000e+06
2.486333333333333489e+06,4.986569000000000000e+06
2.486333333333333489e+06,4.989632000000000000e+06
2.486333333333333489e+06,4.989830000000000000e+06
2.486333333333333489e+06,4.981265000000000000e+06
2.486333333333333489e+06,4.984241000000000000e+06
2.486333333333333489e+06,4.984259000000000000e+06
2.486333333333333489e+06,4.984274000000000000e+06
2.486333333333333489e+06,4.984301000000000000e+06
2.486333333333333489e+06,4.984328000000000000e+06
2.486333333333333489e+06,4.984508000000000000e+06
2.486333333333333489e+06,4.985390000000000000e+06
2.486333333333333489e+06,4.986335000000000000e+06
2.486333333333333489e+06,4.988099000000000000e+06
2.486333333333333489e+06,4.989731000000000000e+06
2.487666666666666511e+06,4.978577000000000000e+06
2.487666666666666511e+06,4.984502000000000000e+06
2.487666666666666511e+06,4.984526000000000000e+06
2.487666666666666511e+06,4.984538000000000000e+06
2.487666666666666511e+06,4.984589000000000000e+06
2.487666666666666511e+06,4.984616000000000000e+06
2.487666666666666511e+06,4.984949000000000000e+06
2.487666666666666511e+06,4.985090000000000000e+06
2.487666666666666511e+06,4.986377000000000000e+06
2.487666666666666511e+06,4.986842000000000000e+06
2.487666666666666511e+06,4.989905000000000000e+06
2.487666666666666511e+06,4.990103000000000000e+06
2.487666666666666511e+06,4.981538000000000000e+06
2.487666666666666511e+06,4.984514000000000000e+06
2.487666666666666511e+06,4.984532000000000000e+06
2.487666666666666511e+06,4.984562000000000000e+06
2.487666666666666511e+06,4.984601000000000000e+06
2.487666666666666511e+06,4.984781000000000000e+06
2.487666666666666511e+06,4.985018000000000000e+06
2.487666666666666511e+06,4.985732000000000000e+06
2.487666666666666511e+06,4.986608000000000000e+06
2.487666666666666511e+06,4.988372000000000000e+06
2.487666666666666511e+06,4.990004000000000000e+06
2.489000000000000000e+06,4.978838000000000000e+06
2.489000000000000000e+06,4.984766000000000000e+06
2.489000000000000000e+06,4.984790000000000000e+06
2.489000000000000000e+06,4.984799000000000000e+06
2.489000000000000000e+06,4.984820000000000000e+06
2.489000000000000000e+06,4.984850000000000000e+06
2.489000000000000000e+06,4.984880000000000000e+06
2.489000000000000000e+06,4.984943000000000000e+06
2.489000000000000000e+06,4.985354000000000000e+06
2.489000000000000000e+06,4.986638000000000000e+06
2.489000000000000000e+06,4.987103000000000000e+06
2.489000000000000000e+06,4.990166000000000000e+06
2.489000000000000000e+06,4.990364000000000000e+06
2.489000000000000000e+06,4.981802000000000000e+06
2.489000000000000000e+06,4.984778000000000000e+06
2.489000000000000000e+06,4.984793000000000000e+06
2.489000000000000000e+06,4.984808000000000000e+06
2.489000000000000000e+06,4.984835000000000000e+06
2.489000000000000000e+06,4.984865000000000000e+06
2.489000000000000000e+06,4.984910000000000000e+06
